ID,ID LAB,PR LISTA,PRODUCTO,PRINCIPIO ACTIVO,ACCION TERAPEUTICA,DESCRIPCION ADICIONAL,Link institucional,BASE,ALTURA,PROFUNDIDAD,PESO,PACK,CAJA MADRE,CATEGORIA,SEGMENTO,SEGMENTO SECUNDARIO,CONCEPTO,LABORATORIO,CODIGO DE BARRAS,C3 REPO,BM REPO,DTO REPO,FECHA DESDE REPO,FECHA HASTA REPO
262104,," $  19,081.00 ",ADAPTIL COLLAR LARGE,Feromona,Ana?logo de la feromona de apaciguamiento ,,https://www.ceva.com.ar/Especies-Productos/Listado-de-Productos/Adaptil-Collar,11,20.5,2.6,62,0,20,CLINICO,,,COLLAR,Z-CEVA,3.411113069681E12,3,36,0,11/05/2025,20/12/2025
262106,," $  19,081.00 ",ADAPTIL COLLAR SMALL,Feromona,Ana?logo de la feromona de apaciguamiento ,,https://www.ceva.com.ar/Especies-Productos/Listado-de-Productos/Adaptil-Collar,11,20.5,2.6,42,0,20,CLINICO,,,COLLAR,Z-CEVA,3.411113069667E12,3,36,0,11/05/2025,20/12/2025
262107,," $  29,843.00 ",ADAPTIL SPRAY X 60 ML,Feromona,Ana?logo de la feromona de apaciguamiento ,,https://www.ceva.com.ar/Especies-Productos/Listado-de-Productos/Adaptil-Transport-Spray,4.5,14.3,4.5,90,0,40,CLINICO,,,SPRAY,Z-CEVA,3.411113069636E12,3,36,0,11/05/2025,20/12/2025
325029,," $  10,728.00 ",ADE CAPS LIQUIDO POMO X 30 GR., ,"Antiinflamatorio, antipruriginoso, regenerador dérmico",,,0,0,0,0,0,100,CLINICO,ANTIINFLAMATORIO,,POMO,VETSER,0.0,7,0,0,,
20301,," $  10,581.60 ",ADVANTAGE GATO   4 A 8 KG. X 1 PIP.,Imidacloprid 10%,Antiparasitario externo,,https://www.elanco.com.ar/productos/mascotas,9,15.8,2.5,14,0,48,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,4.00722105487E12,10,0,0,,
200858,," $  9,507.73 ",ADVANTAGE GATO H4 KG X 1 PIP.,Imidacloprid 10%,Antiparasitario externo,,https://www.elanco.com.ar/productos/mascotas,9,15.8,2.5,14,0,48,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,4.007221049913E12,10,0,0,,
20395,," $  13,596.80 ",ADVANTIX X 1 PIP H/10,Imidacloprid 10 % Permetrina 50 %,"Antiparasitario externo, Pulguicida, Garrapaticida, Repelente de insectos",,https://www.elanco.com.ar/productos/mascotas,9,12,2.5,14,0,48,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,5.420036972396E12,10,0,0,,
20394,," $  16,510.00 ",ADVANTIX X 1 PIP H/25,Imidacloprid 10 % Permetrina 50 %,"Antiparasitario externo, Pulguicida, Garrapaticida, Repelente de insectos",,https://www.elanco.com.ar/productos/mascotas,9,15.8,2.5,22,0,48,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,4.007221054856E12,10,0,0,,
20397,," $  17,872.20 ",ADVANTIX X 1 PIP H/40,Imidacloprid 10 % Permetrina 50 %,"Antiparasitario externo, Pulguicida, Garrapaticida, Repelente de insectos",,https://www.elanco.com.ar/productos/mascotas,9,15.8,2.5,24,0,48,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,4.007221054863E12,10,0,0,,
200853,," $  19,498.70 ",ADVOCATE  4 A 10 KG.,"Imidacloprid 10 % Moxidectin 2,5 %",Antiparasitario interno y externo.,,https://www.elanco.com.ar/productos/mascotas,11,10.4,2.7,14,0,72,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,7.793640002253E12,10,0,0,,
200854,," $  22,611.70 ",ADVOCATE 10 A 25 KG.,"Imidacloprid 10 % Moxidectin 2,5 %",Antiparasitario interno y externo.,,https://www.elanco.com.ar/productos/mascotas,11,10.4,2.7,16,0,72,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,7.79364000226E12,10,0,0,,
200855,," $  24,266.20 ",ADVOCATE 25 A 40 KG.,"Imidacloprid 10 % Moxidectin 2,5 %",Antiparasitario interno y externo.,,https://www.elanco.com.ar/productos/mascotas,11,10.4,2.7,18,0,72,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,7.793640002277E12,10,0,0,,
200851,," $  17,145.70 ",ADVOCATE GATO HASTA 4 KG.,Imidacloprid 10 % Moxidectin 1 %,Antiparasitario interno y externo.,,https://www.elanco.com.ar/productos/mascotas,11,10.4,2.7,14,0,72,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,7.793640002284E12,10,0,0,,
200852,," $  17,832.00 ",ADVOCATE GATO MAS DE 4 KG.,Imidacloprid 10 % Moxidectin 1%,Antiparasitario interno y externo.,,https://www.elanco.com.ar/productos/mascotas,11,10.4,2.7,14,0,72,ANTIPARASITARIO EXTERNO,,,PIPETA,BAYER,7.793640002291E12,10,0,0,,
700030,," $  2,475.00 ",AGUA OXIGENADA X 1 LT.,,,,,0,0,0,0,0,0,DESCARTABLES,,,,DESCARTABLES,0.0,3,0,0,,
700040,," $  1,500.00 ",AGUA OXIGENADA X 500 ML,,,,,0,0,0,0,0,0,DESCARTABLES,,,,DESCARTABLES,0.0,5,0,0,,
700002,," $  2,938.00 ",AGUJA 16/5 (25GX5/8) NARANJA X 100 UNID.,,,,,10.4,8.5,9,106,0,0,DESCARTABLES,,,,DESCARTABLES,1.7791914552562E13,3,0,0,,
700001,," $  3,452.00 ",AGUJA 25/8 (21GX1) VERDE X 100 UNID.,,,,,10.4,8.5,9,112,0,0,DESCARTABLES,,,,DESCARTABLES,7.79191455079E12,3,0,0,,
700005,, $  246.34 ,AGUJA BUTTER 19G X 1 UNID.,,,,,18.5,12,11,320,0,0,DESCARTABLES,,,,DESCARTABLES,0.0,10,0,0,,
700003,, $  246.34 ,AGUJA BUTTER 21G X 1 UNID.,,,,,18.5,12,10.5,176,0,0,DESCARTABLES,,,,DESCARTABLES,7.798161672671E12,10,0,0,,
700004,, $  246.34 ,AGUJA BUTTER 23G X 1 UNID.,,,,,18.5,12,10.5,320,0,0,DESCARTABLES,,,,DESCARTABLES,0.0,10,0,0,,
700006,, $  246.34 ,AGUJA BUTTER 25G X 1 UNID.,,,,,18.5,12,10.5,320,0,0,DESCARTABLES,,,,DESCARTABLES,0.0,10,0,0,,
146013,," $  18,398.00 ",ALBENDAZOL PLUS JENNER X 50 COMP,Albendazol 300 mg. Praziquantel micronizado 50 mg,Antiparasitario,,http://www.jenner.com.ar/wp/?producto=albendazol-plus,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,JENNER LAFARVET,0.0,2,0,0,,
307005,," $  25,496.00 ",ALBENDAZOL POT X 50 C,Praziquantel micronizado 50 mg.,Antiparasitario interno.,,https://www.vetanco.com/es/produto/albendazol-potenciado/,11.5,5.3,4.4,56,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,VETANCO S.A.,7.798197132064E12,3,0,0,,
290001,," $  3,973.00 ",ALBENDAZOL RUMINAL SUSP. X 20 ML,"Albendazol 10,2 g.",Antiparasitario interno para cachorros.,,https://ruminal.com.ar/producto/albendazol-gotas/,0,8.6,3.2,34,0,0,ANTIPARASITARIO INTERNO,,,SUSPENSION,RUMINAL S.A,0.0,10,0,0,,
262186,," $  100,160.00 ",ALBEX 30 FP X 10 COMP. (300 COMP),"Albendazol 500 mg, Praziquantel 50 mg",Antiparasitario interno de amplio espectro.,,https://www.zoovet.com.ar/pequenos-animales/item/101-albex-comprimidos,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,Z-CEVA,0.0,1,0,0,,
2620100,," $  3,338.67 ",ALBEX X 10 COMP FP,"Albendazol 500 mg, Praziquantel 50 mg.",Antiparasitario interno de amplio espectro.,,https://www.zoovet.com.ar/es/pequenos-animales/item/101-albex-comprimidos,0,0,0,0,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,Z-CEVA,0.0,15,0,0,,
700031,," $  4,493.58 ",ALCOHOL 96 X 1 LT.,,,,,0,26.5,8.5,834,0,0,DESCARTABLES,,,,DESCARTABLES,7.792378000135E12,3,0,0,,
700048,," $  4,463.42 ",ALCOHOL 96 X 500 ML.,,,,,0,0,0,0,0,0,SIN CATEGORIA,,,,DESCARTABLES,0.0,3,0,0,,
281213,," $  4,711.63 ",ALERGIL PET 10 MG. X 10 COMP.,Cetirizina,"Antihistamínico, antialérgico",,https://paraquenos.com.ar/producto/alergil-pet/,7,12,2.5,16,0,0,ANTIPARASITARIO INTERNO,,,COMPRIMIDO,PARAQUEÑOS S.A.,0.0,5,0,0,,
292001,," $  17,034.00 ",ALGEN 20 MG. X  20 ML,Tramadol clorhidrato 2 g.,Analgésico somático y visceral.,,https://richmondvet.com.ar/en/producto/algen-20-2/,3.5,7.8,3.5,58,0,0,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,RICHMOND,7.798144990464E12,3,95,0,11/05/2025,20/12/2025
292010,," $  28,192.00 ",ALGEN 20 MG. X 120 COMP.,Tramadol clorhidrato 20 mg.,Analgésico somático y visceral.,,https://richmondvet.com.ar/en/producto/algen-tablets/,10.1,6.5,4.1,46,0,72,CLINICO,ANTIINFLAMATORIO,,COMPRIMIDO,RICHMOND,7.798144991102E12,3,30,0,11/05/2025,20/12/2025
29202,," $  20,218.00 ",ALGEN 60 MG. X  50 ML LD,Tramadol Clorhidrato 60 mg/mL.,Analgésico somático y visceral.,,https://richmondvet.com.ar/en/producto/algen-ld-2/,4.6,8.9,4.6,116,0,75,CLINICO,ANTIINFLAMATORIO,,INYECTABLE,RICHMOND,7.79814499086E12,3,95,0,11/05/2025,20/12/2025
292008,," $  31,321.00 ",ALGEN 60 MG. X 120 COMP.,Tramadol clorhidrato 60 mg.,Analgésico somático y visceral.,,https://richmondvet.com.ar/en/producto/algen-tablets/,12.5,9.7,4.7,98,0,72,CLINICO,ANTIINFLAMATORIO,,COMPRIMIDO,RICHMOND,7.798144990662E12,3,30,0,11/05/2025,20/12/2025
262600,," $  5,433.34 ",ALGICAM 2% X 20 ML,,,,,0,0,0,0,0,0,CLINICO,,DIGESTIVO,INYECTABLE,Z-CEVA,0.0,5,0,0,,
262605,," $  3,250.71 ",ALGICAM PETS 2 MG PREMIUM 1 BL X 10,Meloxicam 2 mg,Antiflamatorios - Antipiréticos - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/169-algicam-pets-comprimidos,0,0,0,0,0,0,CLINICO,,DIGESTIVO,COMPRIMIDO,Z-CEVA,0.0,3,0,0,,
262606,," $  4,227.87 ",ALGICAM PETS 4 MG PREMIUM 1 BL X 10,Meloxicam 4 mg.,Antiflamatorios - Antipiréticos - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/169-algicam-pets-comprimidos,11.2,5.9,2.9,14,0,0,CLINICO,,DIGESTIVO,COMPRIMIDO,Z-CEVA,7.798166875459E12,3,0,0,,
262607,," $  4,802.00 ",ALGICAM PETS INY AL 0.5 % 20 ML,"Meloxicam 0,5%.",Antiflamatorios - Antipiréticos - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/171-algicam-pets-inyectable,0,0,0,0,0,0,CLINICO,,DIGESTIVO,INYECTABLE,Z-CEVA,0.0,3,0,0,,
262608,," $  16,629.00 ",ALGICAM PETS INY AL 0.5 % 50 ML,"Meloxicam 0,5%.",Antiflamatorios - Antipiréticos - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/171-algicam-pets-inyectable,0,0,0,0,0,0,CLINICO,,DIGESTIVO,INYECTABLE,Z-CEVA,0.0,3,0,0,,
262609,," $  2,524.30 ",ALGICAM PETS SOLUTION ORAL 15 ML,,,,,0,0,0,0,0,0,CLINICO,,DIGESTIVO,SUSPENSION,Z-CEVA,0.0,0,0,0,,
262120,," $  73,740.00 ",ALGIDOL DUO 75 MG 150 COMP.(30BL),Tramadol clorhidrato 75 mg,Anestésicos - Tranquilizantes - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/149-algidol-duo-comprimidos,0,0,0,0,0,0,CLINICO,ANESTESICO,,COMPRIMIDO,Z-CEVA,0.0,2,0,0,,
261137,," $  23,980.00 ",ALGIDOL X 50 ML INY (TRAMADOL 75MG),Tramadol clorhidrato 5%,Anestésicos - Tranquilizantes - Analgésicos,,https://www.zoovet.com.ar/pequenos-animales/item/151-algidol-inyectablepa,0,0,0,0,0,0,CLINICO,ANESTESICO,,INYECTABLE,Z-CEVA,0.0,3,0,0,,
265006,," $  10,720.00 ",ALGINORT GEL X 50 GR,"Dexametasona, Dimetilsulf_xido.","Analgésico, antiinflamatorio.",,,0,0,0,0,0,0,CLINICO,ANTIINFLAMATORIO,,GEL,NERVION,0.0,5,0,0,,
700032,," $  4,755.58 ",ALGODON X 500 GR.,,,,,48,17,8.5,522,0,10,DESCARTABLES,,,,DESCARTABLES,7.798101910085E12,3,0,0,,
230001,," $  7,619.51 ",AMINO-LITE BOEHRINGER X 250 ML.,Dextrosa al 5 % como fuente de energía. Complejo Vitamina B. ,Solución electrolítica.,,https://www.boehringer-ingelheim.com/sa/salud-animal/productos/aminolite,0,0,0,0,0,0,CLINICO,,,,BOEHRINGER,0.0,3,0,0,,
280300,, $  644.16 ,AMINOPRIMEVIT X 500 ML (RECONST),"Vitaminas, aminoácidos y carbohidratos_",Reconstituyente orgánico.,,https://www.laboratoriopaul.com.ar/wp-content/pdf/Vademecum-Pequeños-Laboratorio-Paul.pdf,0,0,0,0,0,0,CLINICO,,,,PAUL,0.0,5,0,0,,
265005,," $  26,043.40 ",AMINOVIT (LIOFILIZADO) 2 FCOS. X 100 ML,,,,,0,0,0,0,0,0,CLINICO,,,INYECTABLE,NERVION,0.0,5,0,0,,
145202,," $  6,093.00 ",AMLODIPINA CAT X 20 COMP.,Amlodipina,Medicamento para el aparato circulatorio / Vasodilatador,,https://laboratoriosjanvier.com.ar/productos/amlodipina-cat/,9.6,5.6,2,12,0,0,SIN CATEGORIA,,,,J'ANVIER S.R.L.,7.798340370725E12,5,0,0,,
335656,," $  25,230.00 ",AMOX PLUS 100 MG. X 50  COMP,Amoxicilina trihidrato 100 mg y Clavulanato de potasio 25 mg,Antibiótico de amplio espectro,,https://www.afford.com.ar/amox-plus-100mg/,10,7.5,4.4,48,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,AFFORD S.A.,1.131625100123E12,3,0,0,,
335657,," $  45,500.00 ",AMOX PLUS 250 MG. X 100 COMP,"Amoxicilina trihidrato 250 mg y Clavulanato de potasio 62,5 mg.",Antibiótico de amplio espectro,,https://www.afford.com.ar/amox-plus-250mg/,13,8.5,51,130,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,AFFORD S.A.,1.131625250125E12,3,0,0,,
335658,," $  39,080.00 ",AMOX PLUS 500 MG. X 50  COMP,Amoxicilina trihidrato 500 mg y Clavulanato de potasio 125 mg.,Antibiótico de amplio espectro,,https://www.afford.com.ar/amox-plus-500mg/,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,AFFORD S.A.,0.0,3,0,0,,
80309,, $  375.18 ,AMOXICILINA ELMER 100 MG. X 100 COMP.,,,,,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,ELMER,0.0,4,0,0,,
211030,," $  4,166.00 ",AMOXICILINA LAMAR 100 MG X 10 COMP,Amoxicilina base 100 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,7.798340540142E12,5,0,0,,
211040,," $  21,044.00 ",AMOXICILINA LAMAR 100 MG X 100 COMP,Amoxicilina base 100 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,9.8,9.1,5,46,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,0.0,3,0,0,,
211041,," $  95,816.00 ",AMOXICILINA LAMAR 100 MG. X 500 C.,Amoxicilina base 100 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,0.0,2,0,0,,
211050,," $  6,344.00 ",AMOXICILINA LAMAR 250 MG X 10 COMP,Amoxicilina base 250 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,0.0,6,0,0,,
211060,," $  36,667.00 ",AMOXICILINA LAMAR 250 MG X 100 COMP,Amoxicilina base 250 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,9.8,6.1,5,64,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,7.798340541279E12,3,0,0,,
211051,," $  164,523.00 ",AMOXICILINA LAMAR 250 MG. X 500 C.,Amoxicilina base 250 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,21.6,9.4,10.9,326,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,7.798340540029E12,2,0,0,,
211070,," $  7,701.00 ",AMOXICILINA LAMAR 500 MG X 10 COMP,Amoxicilina base 500 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,10.1,5.1,2.1,14,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,7.798340540685E12,6,0,0,,
211080,," $  61,240.00 ",AMOXICILINA LAMAR 500 MG X 100 COMP.,Amoxicilina base 500 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,9.8,6.1,5,90,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,7.798340540135E12,3,0,0,,
211081,," $  278,804.00 ",AMOXICILINA LAMAR 500 MG X 500 COMP.,Amoxicilina base 500 mg.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,COMPRIMIDO,LAMAR,0.0,2,0,0,,
211090,," $  12,829.00 ",AMOXICILINA LAMAR SUSP 20 MG/ML X 100 M,Amoxicilina 20 mg./ml.,Antibiótico beta lactámico de amplio espectro.,,http://www.laboratoriolamar.com/productos01.htm#,11.4,5.4,5.4,138,0,0,CLINICO,ANTIBIOTICO,,SUSPENSION,LAMAR,7.798340540609E12,5,0,0,,
26526,," $  5,221.78 ",AMOXICILINA SUSP. NORT X 60 ML.,,,,,0,0,0,0,0,0,CLINICO,ANTIBIOTICO,,SUSPENSION,NERVION,0.0,5,0,0,,
